rank,symbol,name,price,percent_change_24h,percent_change_7d,percent_change_30d,market_cap,volume_24h,galaxy_score,galaxy_score_previous,alt_rank,alt_rank_previous,social_volume_24h,social_dominance,market_dominance,sentiment,signal
"225","NOT","Notcoin","0.00046460854654482056","-2.59538756428","21.041767727539","-9.883630986254","46869263","24049511.13","53","80","2932","302","29","0.008125001751077963","0.0021393897360157317","80","hold"
"226","SWETH","Swell Ethereum","1879.3408348817406","0.038815268537","3.894324935267","-24.257597750802","34336596.51","4189.78","53","53","4481","1896","1","0.0002801724741751022","0.0015673248829026303","","hold"
"227","DAG","Constellation","0.006935853736520573","0.696373025568","-4.038670658279","-65.33203868771","26921980","557664.93","53","64","242","215","79","0.022133625459833075","0.0012288780321811504","75","hold"
"228","FUN","FUNtoken","0.002327965756133248","2.127161733483","34.460575506312","217.805947976457","24740012","805694.78","53","64","72","93","318","0.0890948467876825","0.0011292801369995093","54","hold"
"229","NAORIS","Naoris Protocol","0.03542912","-6.232932500367929","9.71455525883472","","21231254","1949176","53","33","2905","1236","207","0.05799570215424616","0.0009691197169100556","42","sell"
"230","DOGE","Dogecoin","0.08576153454281135","-2.721956839232","1.4835735424","-23.628862630839","13355264441","474074517.75","52.9","69","1225","100","5178","1.4507330712786792","0.6096130776976646","67","hold"
"231","TON","Toncoin","1.7175979274501165","0.500904259044","1.38342102462","-14.278110650922","4661079695","136082275.87","52.9","56","122","556","884","0.24767246717079033","0.21275918203011507","69","hold"
"232","CNX","Cryptonex","32.78051449520602","-0.363967107048","3.322502882676","-19.049932367576","4306313419.06","1390940.25","52.9","65","2791","831","9","0.00252155226757592","0.19656555574180412","100","hold"
"233","RSR","Reserve Rights","0.0013657008064099688","-0.23862753083","-0.470190485684","-26.71399314488","86727452","5979701.34","52.9","54","1547","329","144","0.04034483628121472","0.00395875268274641","24","hold"
"234","ARKM","Arkham","0.12261877350344286","-5.781701006437","5.094059301959","-1.146135685728","79712329","29545249.76","52.9","73","2572","33","331","0.09273708895195883","0.003638541073208451","33","sell"
"235","VANA","Vana","1.091629323481051","-3.16732589388","-1.8620356193","-28.019202057992","33913686","1434356.12","52.9","81","3297","546","17","0.004762932060976738","0.0015480207516568039","100","hold"
"236","EDU","Open Campus","0.02872303403174524","0.585720338419","-5.602850201283","-37.899186571419","22654763","7628773.18","52.9","36","188","802","181","0.05071121782569349","0.001034097067710857","67","hold"
"237","SAPIEN","Sapien","0.083036","1.0191421666921843","11.150589326285052","","20764402","5100971","52.9","49","292","778","29","0.008125001751077963","0.000947809836764545","40","hold"
"238","XPIN","XPIN Token","0.0012566038184634544","-1.212720203072","3.30610556424","-10.574916042943","19466210","3795366.8","52.9","69","2350","467","48","0.013448278760404903","0.0008885526933318067","91","hold"
"239","ACT","Act I  The AI Prophecy","0.010108720462430765","-3.968683841009","2.927695924712","-28.914969570975","9714479","18380849.06","52.9","66","2909","163","128","0.03586207669441308","0.0004434261461150001","24","hold"
"240","XMR","Monero","338.66899688917744","-0.980663767121","10.248587576245","-12.193597883108","6387726892","93402090.44","52.6","55","1530","845","600","0.16810348450506132","0.29157354894222404","49","hold"
"241","BEAM","BEAM","0.0014123731329283079","-3.470059765327","-3.86862977039","-22.616573962723","73132885","2980815.28","52.6","55","2741","407","62","0.017370693398856336","0.0033382164241460093","71","hold"
"242","SN4","Targon","13.34","0.2638219396329526","21.907092398980044","","65505635","123642","52.6","26","775","830","5","0.001400862370875511","0.002990063726203522","","hold"
"243","FIL","Filecoin","0.7546857705827693","-3.53414327515","-1.290617783609","-24.057727679271","605027598","66771469.95","52.5","56","2240","35","543","0.1521336534770805","0.027617029804105353","67","hold"
"244","CORE","CORE","0.02746400574574516","-6.271554350026","2.492794472055","-30.045672389631","34396158","3481889.37","52.4","79","2933","55","75","0.021012935563132665","0.0015700436207749925","100","sell"
"245","CC","Canton","0.158978888084134","-1.402217784419","-6.233555775414","0.830868093677","6196140303","14405806.71","52.3","33","1658","622","502","0.1406465820359013","0.282828406479351","70","hold"
"246","SERV","OpenServ","0.06335179795047664","-4.444139794763","-0.819839034869","108.876124187923","49152467","1075662.67","52.2","65","2577","1164","230","0.0644396690602735","0.0022436086396249067","74","hold"
"247","TOKEN","TokenFi","0.0025675932547424493","0.462394559021","1.356832303348","-20.740511927829","9724855","6744710.78","52.2","55","230","674","164","0.04594828576471676","0.0004438997679831507","82","hold"
"248","XVG","Verge","0.002470243547321003","-2.238518832579","-4.946135646965","-27.088559490712","41184081","1923589.46","52.1","59","2258","146","402","0.11262933461839107","0.0018798844816194466","32","hold"
"249","CLASH","GeorgePlaysClashRoyale","0.010678454816407945","-0.403556264662","-3.799503423937","-36.507261199895","10659236","750899.35","52.1","49","1553","291","72","0.02017241814060736","0.0004865504305491081","42","hold"
"250","HTX","HTX DAO","0.00000168","-0.5631352328212411","-4.895522708579923","","1524547362","62600060","52","42","1714","299","118","0.033060351952662055","0.069589337863765","9","hold"
"251","BONK","Bonk","0.000004346598581717703","-2.867441362833","-0.524448303801","-33.183859552197","386422053","25095739.56","51.9","50","2049","182","814","0.2280603939785332","0.017638582752161628","77","hold"
"252","BB","BounceBit","0.021154734303315464","-2.948372083512","2.494359959446","-34.65218232067","8758343","7171867.07","51.9","54","2164","74","418","0.11711209420519272","0.000399782456974099","70","hold"
"253","FRAX","Frax","0.9930850643273905","0.024157427788","-0.032357786283","0.017407404185","240152155","292000.99","51.8","41","826","568","232","0.06500001400862371","0.010961961477590529","16","hold"
"254","APTM","Apertum","0.17127883772701497","0.782539837497","1.161284050468","-12.029137842385","17019776","684262.67","51.8","48","351","1216","7","0.0019612073192257153","0.0007768830093122412","100","hold"
"255","SFI","saffron.finance","99.03631243877098","-1.286145104979","-4.742564827896","-9.094868609496","7971869","17578.77","51.8","27","4018","2574","6","0.001681034845050613","0.0003638831426784329","","hold"
"256","KAIA","Kaia","0.03746865833663617","1.843493416238","1.020101600509","-18.242054265654","221055520","10470441.75","51.7","47","168","928","98","0.027456902469160018","0.01009027836809852","28","hold"
"257","NFT","AINFT","2.6621008043867484e-7","0.356773949765","-0.316242892459","-7.03256516733","263396697","6960086.39","51.6","45","571","1088","5","0.001400862370875511","0.012022979539111711","100","hold"
"258","VSTR","Vestra DAO","0.0057584","-8.369787883772723","-18.32919669637361","","10031703","83924","51.6","49","3920","1826","34","0.009525864121953475","0.00045790612139470213","80","sell"
"259","ZANO","Zano","9.366122799826503","0.481843715173","7.349522688798","-15.029814587655","143038140","1402385.49","51.5","75","320","322","41","0.01148707144117919","0.006529104769041946","83","hold"
"260","ZEST","Zest Protocol","0.273685","3.005939094776508","-8.32072774578862","","39956418","7201276","51.5","58","57","381","125","0.03502155927188778","0.0018238466979340858","79","hold"
"261","OCEAN","Ocean Protocol","0.10055833265367463","-1.743702901796","-7.362891539327","-16.793521152626","20371595","16248.15","51.5","42","3284","1787","15","0.004202587112626533","0.000929879807354116","100","hold"
"262","TAIKO","Taiko","0.08447878899695459","-0.936828451921","-2.813350896879","-25.111332822229","16562555","4733403.49","51.5","54","2965","1583","5","0.001400862370875511","0.0007560127448386811","","hold"
"263","BCH","Bitcoin Cash","200.22710378680378","-3.838202816367","-11.194324367646","-53.012881017783","4049235435","106833695.66","51.3","52","2264","91","540","0.1512931360545552","0.18483099954761814","37","hold"
"264","PURR","Purr","0.09020100497490531","-0.732703168293","0.472157469504","29.646667025952","54251180","436366.25","51.3","64","1692","867","172","0.04818966555811758","0.0024763439881429743","73","hold"
"265","$FARTBOY","Fartboy","0.01055150516592303","-5.571332820032","-15.356747261735","-1.126180321653","10564263","336100.9","51.3","79","3459","895","48","0.013448278760404903","0.00048221530239916","89","sell"
"266","BIM","BIM","1.070510069139841","-1.013021061102","2.291156807422","-24.154476348306","43108211.95","190446.56","51.2","46","3765","1680","3","0.0008405174225253065","0.0019677131723581983","","hold"
"267","SINGULARRY","Singularry","0.02374498","-4.6294022672761495","-18.827161005911307","","23840770","37138","51.2","39","3762","1858","38","0.010646554018653883","0.0010882334257466728","83","hold"
"268","REPPO","REPPO","0.02113858","10.870626723641866","48.71943598266622","","8438685","535004","51.2","54","24","78","293","0.08209053493330494","0.0003851913795715097","27","hold"
"269","VTHO","VeThor","0.0003931080416188374","-1.825222304674","-1.295762957112","-28.741937446354","39726923","1291053.91","51.1","51","2348","444","124","0.03474138679771267","0.0018133711918979247","32","hold"
"270","AURA","aura","0.014260656323595557","-0.222933607939","11.221752316356","-27.453119965504","13852311","887757.41","51","57","1387","144","557","0.1560560681155319","0.0006323012156922078","81","hold"
"271","DEGEN","Degen","0.0015207997597707632","-4.15320812509","-3.286291239663","37.006343203715","56207910","4403388.42","50.9","47","2620","890","280","0.07844829276902861","0.0025656606918887546","32","hold"
"272","OGN","Origin Protocol","0.017402746106610533","-1.04467548498","-0.829546445962","-23.222273686649","11630808","572576.93","50.9","54","2147","386","65","0.018211210821381642","0.0005308987098169147","90","hold"
"273","NEAR","Near Protocol","2.0667255776878006","0.423642847705","4.978036009305","35.101634226327","2695290854","303357488.63","50.7","49","136","600","1054","0.2953017877805577","0.12302897932542006","75","hold"
"274","CYS","Cysic","0.4732629182424787","0.336480931226","3.95690063325","-4.944853786718","75141575","3818534.01","50.7","42","273","354","244","0.06836208369872494","0.0034299048889046176","12","hold"
"275","B2","BSquared Token","0.42964","1.731630081863151","-12.434300101413017","","17842226","3924573","50.7","3","494","2531","5","0.001400862370875511","0.0008144244805401149","","hold"
"276","KAITO","KAITO","0.4627692366038175","5.788845495452","1.948523641775","2.35971446386","112651664","47499383.93","50.6","46","26","85","310","0.08685346699428169","0.005142086695638736","16","hold"
"277","XNY","Codatta","0.005719221261205052","-3.148223999919","16.082705456893","-37.134138968015","14381815","2351372.81","50.6","26","2934","1461","50","0.01400862370875511","0.0006564709028233939","73","hold"
"278","LEND","Aave (Old)","0.389269","-0.19840897765318438","2.3546344518946674","","13993045","2.53","50.6","41","3776","2072","7","0.0019612073192257153","0.0006387251459150586","","hold"
"279","SUPRA","Supra","0.00030132098393088197","-1.031366121197","0.164340268403","-28.876951853923","10838042.19","488181.38","50.6","52","1878","132","251","0.07032329101795065","0.0004947122001852571","59","hold"
"280","PYTH","Pyth Network","0.03909419053374689","1.950177418075","23.56314991753","-15.847253749732","314970221","26389823.79","50.5","56","36","68","580","0.16250003502155927","0.014377099506728037","54","hold"
"281","USUAL","USUAL","0.009900870768767302","-4.538297070158","2.621583289778","-30.665563515446","18105653","17780699.6","50.5","19","2606","572","212","0.05939656452512166","0.0008264488432869627","16","hold"
"282","SN24","OMEGA Labs","2.47","4.40021351542696","45.48605486672314","","11574575","592081","50.4","76","477","519","6","0.001681034845050613","0.0005283319038693714","100","hold"
"283","ABT","Arcblock","0.207186996366387","0.658138569412","-3.550646466859","-24.18100079728","20940844","59497.21","50.3","66","411","765","25","0.007004311854377555","0.0009558636908181513","60","hold"
"284","WAL","Walrus","0.0337478","-0.7576048930449473","-4.756449520554768","","81098716","9060715","50.1","56","1680","82","163","0.045668113290541656","0.003701823956874568","44","hold"
"285","MEY","Mey Network","0.04931442739770276","-1.080156474099","-1.762688197601","-10.005034312908","13218381","164264.33","50.1","44","4560","1674","3","0.0008405174225253065","0.0006033649097094905","","hold"
"286","ZRO","Layerzero","0.917025952177739","-3.1378275","1.54876082","","232870251","18653394.27962137","50","67","2189","189","415","0.11627157678266742","0.01062957240895397","52","hold"
"287","FOGO","Fogo","0.012427004607620834","-3.349597246154","8.06985009096","-32.202382274091","48495137","4487131.82","50","57","2405","151","243","0.06808191122454983","0.0022136042195601995","9","hold"
"288","ONE","Harmony","0.0014744938767517007","-1.948303844754","-3.400999023786","-32.639330701517","22248250","1305500.34","50","44","2665","632","51","0.014288796182930212","0.0010155414155821481","67","hold"
"289","SN19","Nineteen.ai","2.97","-0.5347046874760705","18.153085562946558","","13102444","70909","50","50","5291","1256","1","0.0002801724741751022","0.000598072860892242","","hold"
"290","ERG","Ergo","0.22501294836633623","1.294378355364","7.104205107643","-25.212114116833","18743134","124979.64","49.9","45","437","1476","14","0.0039224146384514305","0.000855547237863917","50","hold"
"291","CBBTC","CBBTC","64144.558124605006","0.018430662599","3.508079701588","-19.166053002228","6137262295.38","149360296.2","49.8","59","1025","472","16","0.004482759586801635","0.2801408667760003","100","hold"
"292","API3","API3","0.25406750312710913","-1.412689565992","-1.480389693007","-26.95527651758","36705693","6647187.59","49.8","63","3411","1146","9","0.00252155226757592","0.0016754644266018112","0","hold"
"293","BLAST","BLAST","0.00030841871892615144","-3.011895462436","-3.461840037413","-33.852799628671","19653057","2179876.97","49.8","36","2646","1305","109","0.030538799685086142","0.0008970814929846908","32","hold"
"294","GUA","SUPERFORTUNE","0.6359062679922746","5.263690206196","-12.140509727003","-48.615032991177","28083284","1267688.58","49.7","45","80","1197","107","0.02997845473673593","0.0012818867995260522","19","hold"
"295","BICO","Biconomy","0.01833973110448147","-2.126333923452","-3.448143838171","-25.133579960009","13302610","1299048.17","49.7","57","2286","334","249","0.06976294606960044","0.0006072096182997423","31","hold"
"296","WMTX","World Mobile Token","0.04077014110582466","0.520297249346","-0.629011390436","-34.118688837594","34594262","1569410.44","49.6","59","298","951","42","0.011767243915354293","0.0015790862563347554","88","hold"
"297","MSOL","Marinade Staked SOL","92.87247503164319","-1.531418070335","3.51104577012","-24.423277607805","286505714.79","267881.43","49.5","38","2670","541","102","0.028577592365860424","0.013077811475968305","0","hold"
"298","ZBCN","Zebec Network","0.002553292972632653","-2.91270794118","-5.43178019256","-26.494565566615","250982970","8778251.81","49.5","69","2162","48","448","0.12551726843044578","0.011456343786176973","65","hold"
"299","VELO","Velo","0.003345480272785202","-1.184036357381","-5.151474499125","-15.618504856534","58973941","1602972.44","49.5","44","1724","318","548","0.153534515847956","0.002691918668910952","56","hold"
"300","FARTCOIN","Fartcoin","0.11473456658845442","-5.18567632983","2.219738719444","-42.437847964831","116051267","9427347.52","49.4","44","2391","59","1076","0.30146558221240993","0.005297264637411115","62","sell"
"301","BRETT","Brett","0.006375761181797649","0.862612559369","17.795065589081","-24.957792762268","63637531","17788934.61","49.4","53","97","44","433","0.12131468131781925","0.0029047924360744255","34","hold"
"302","ELSA","Elsa","0.04700092","-0.09157788073955735","4.983815684529037","","10748989","2471916","49.4","76","1684","517","18","0.00504310453515184","0.0004906472870961509","88","hold"
"303","ISLM","Islamic Coin","0.006630836023391081","-0.219803611028","-11.281166847525","-44.451543705248","23911798","8649.91","49.3","14","2946","2801","9","0.00252155226757592","0.0010914755627986193","100","hold"
"304","FIGR_HELOC","Figure Heloc","1.018","-1.2934584464338827","-1.5085354288036745","","19159318509","95054","49.1","78","3131","1107","10","0.002801724741751022","0.8745443547343775","","hold"
"305","WLFI","World Liberty Financial","0.059679","1.3459505376349605","7.398800197393262","","1896878900","33276719","49.1","61","49","698","527","0.14765089389027886","0.08658474636404698","81","hold"
"306","SNX","Synthetix","0.23714131173598124","-2.193608054478","-2.269209580749","-24.540460064441","82055779","2898776.06","49.1","29","2478","876","128","0.03586207669441308","0.0037455099597656404","17","hold"
"307","CYBER","CyberConnect","0.3372203268160394","-1.535222722822","-6.640413014332","-34.128832531229","22853748","9743128.35","49.1","40","2097","805","85","0.023814660304883686","0.0010431799173093474","76","hold"
"308","NST","Ninja Squad Token","1.181304666852195","-4.446749657917","-2.112997131108","-17.605711993905","10172538.67","411296.22","49.1","59","3585","1201","14","0.0039224146384514305","0.00046433469243630144","100","hold"
"309","OP","Optimism","0.1047391986683714","-2.815920181241","8.919224688303","-22.829101814135","227932120","49632466.07","49","76","2156","11","451","0.12635778585297108","0.010404166970500605","61","hold"
"310","FRXUSD","Frax USD","0.999686","0.006213867673973373","-0.020549521986565327","","124611025","924444","48.9","43","1000","1104","28","0.007844829276902861","0.005687982503147099","89","hold"
"311","AGT","Alaya Governance Token","0.016058023023823743","7.201134652158","12.325487702894","41.238679484334","37023805.99","20347847.97","48.9","54","53","168","128","0.03586207669441308","0.0016900561412211777","24","hold"
"312","CETUS","Cetus Protocol","0.018247827244013647","-0.955773056328","-2.392792138445","-36.049002617559","17583262","4602170.32","48.9","54","2173","445","25","0.007004311854377555","0.000802603835449161","75","hold"
"313","GITLAWB","gitlawb","0.00007926","-0.41319897358784485","-22.42595219754819","","7926518","286246","48.9","37","1594","1245","160","0.04482759586801635","0.0003618130554249156","81","hold"
"314","GEKKO","Gekko HQ","6.239415628133859e-7","0.05265598893","0.090514562063","-0.867324633002","52318085.13","35145.57","48.8","48","3402","1814","2","0.0005603449483502044","0.0023881061311998714","","hold"
"315","NIGHT","Midnight","0.03057200235129599","-8.511871327793","1.105353373753","-1.259858302847","507721453.54","82186252.37","48.7","58","2615","97","375","0.10506467781566332","0.023162949002773946","52","sell"
"316","USDH","USDh Hermetica","1.001","0.31047130473539614","0.2640887005499846","","9222370","21447","48.7","54","1238","1795","2","0.0005603449483502044","0.00042096338744945495","100","hold"
"317","VET","VeChain","0.004953379193456327","-2.949444913644","2.58953313087","-28.859946938965","428537848","12090058.32","48.6","62","2048","140","883","0.24739229469661525","0.01956099615872922","98","hold"
"318","DAO","DAO Maker","0.031042728265695253","-1.818432131849","7.054450651238","-30.357801142244","7813197","1175028.09","48.6","59","3001","542","9","0.00252155226757592","0.00035664041628452543","100","hold"
"319","OKB","OKB","73.3664949309939","-1.771000846248","2.84294429716","-12.990879012902","1548066750","11214350.98","48.5","51","1803","31","506","0.14176727193260172","0.07066290151857586","43","hold"
"320","USELESS","USELESS COIN","0.06385440234158196","-3.960505148008","-4.344264342887","4.082794872078","65186158","8190827.92","48.5","42","2298","18","808","0.2263793591334826","0.002975480910709003","33","hold"
"321","SCRT","Secret","0.0580748834383497","-1.975469963218","-4.137584504737","-35.503068541022","20171708","6070642.11","48.5","55","2581","920","104","0.02913793731421063","0.000920755785152978","92","hold"
"322","USUALX","USUALx","0.01690911","-3.090091491310279","-0.10345911706629779","","7860999","857.36","48.5","48","5505","2079","1","0.0002801724741751022","0.000358822381641246","","hold"
"323","MTL","Metal","0.2513929424863938","-1.331504073177","1.209554213742","-18.129013072484","23019167","763575.14","48.4","48","1740","424","261","0.07312501575970168","0.001050730616596895","52","hold"
"324","AERO","Aerodrome","0.35358163500211526","-3.18856804043","6.869236923995","-21.02918762356","336832573.09","11435798.63","48.3","51","2292","89","249","0.06976294606960044","0.015376409218938908","57","hold"
"325","IOTX","IoTeX","0.003256671769069487","-3.568222488609","-5.90804976483","-28.301572324748","30993798","14787222.34","48.3","36","2675","778","237","0.06640087637949922","0.0014147398332537235","10","hold"
"326","ARB","Arbitrum","0.08199848988519108","-4.792639065724","-0.277030518535","-33.737691955495","517777830","36584197.89","48.2","47","2388","63","413","0.1157112318343172","0.023634435536963712","53","hold"
"327","DOLO","Dolomite","0.02436348","-5.550749880059003","8.448802859698283","","11889022","4717970","48.1","51","3219","122","111","0.031099144633436344","0.0005426851204821638","21","sell"
"328","SUN","Sun Token","0.01680175598707096","-0.629019513051","-5.169858564077","-13.991345971798","323128113","66204336.43","48","34","2824","1968","4","0.0011206898967004088","0.01474947383683698","0","hold"
"329","B3","B3","0.00057503","5.925199862225822","2.009635993397516","","26698342","24384137","48","61","175","1584","16","0.004482759586801635","0.0012186698741867932","100","hold"
"330","SANTOS","Santos FC Fan Token","0.6302490106407262","0.000597795488","1.227635430189","-41.529951479966","10329127","2853394.07","48","61","1141","1755","20","0.005603449483502044","0.00047148230783579777","100","hold"
"331","DAI","Dai","0.9994964692580275","-0.011909606459","-0.020491202907","-0.012331908638","4204340271","34498997.11","47.9","36","849","704","134","0.03754311153946369","0.19191089952694584","8","hold"
"332","PUFETH","pufETH","1807.8339284340475","0.224089466545","5.699329552065","-25.428505017781","62275669.56","1383.81","47.9","47","1763","1649","2","0.0005603449483502044","0.00284262904369056","","hold"
"333","STIMA","STIMA","0.9995974201107919","0","-0.3300297528","-0.033781291723","31757816.02","0.71","47.8","47","4063","3213","1","0.0002801724741751022","0.0014496141241108053","","hold"
"334","SN52","Dojo","1.86","-0.9179232072206904","28.13785668561578","","8137686","22048","47.8","47","5462","2864","1","0.0002801724741751022","0.0003714520090345546","","hold"
"335","YFI","yearn.finance","1859.082103678575","-1.843291112617","0.466165095773","-28.21237459263","67256589","3167391.22","47.7","35","2318","827","209","0.05855604710259636","0.0030699875990375302","5","hold"
"336","LBT","Law Blocks","0.23986858985966056","-0.082995184569","0.664585664465","17.384917831814","58729635","598642.35","47.7","47","1926","1589","3","0.0008405174225253065","0.0026807671014359726","","hold"
"337","TOSHI","Toshi","0.00013048644388192275","1.870371059253","5.436048119976","-28.448700005896","55157046","9008566.16","47.7","55","56","334","396","0.11094829977334048","0.0025176930578436354","38","hold"
"338","WNXM","Wrapped NXM","44.516447516418175","0.22678571973","-0.164062370005","-22.39877843092","24421134.99","55038.72","47.6","47","1329","1571","4","0.0011206898967004088","0.0011147247085890948","","hold"
"339","REDO","REDO","0.0723893353876624","-0.342","0","","7238933.54","30489.89","47.6","27","1687","940","77","0.02157328051148287","0.00033042764327606403","32","hold"
"340","AAVE","Aave","65.34576272308242","-2.3090694026","3.473804394865","-30.074447770837","999521366","98492439.32","47.5","44","1969","39","518","0.14512934162270294","0.04562405325957064","20","hold"
"341","OUSG","OUSG","115.55","0","0.06465507237662399","","484049655","0","47.5","54","1440","2435","4","0.0011206898967004088","0.022094882602036136","0","hold"
"342","MNEE","MNEE","0.9986513097457778","0","-0.036554800926","","100209951.51","143692.94","47.5","47","2813","2195","2","0.0005603449483502044","0.004574173519799708","","hold"
"343","AGETH","Kelp Gain","3239.91","0","54.96572239384565","","32258310","12.83","47.5","47","2374","1784","1","0.0002801724741751022","0.001472459622742812","","hold"
"344","DIFX","DigitalFinancialExch","0.08144551402272267","3.03269359254","-3.953670373697","-3.920869373311","23078415.73","1548323.87","47.5","47","832","2331","2","0.0005603449483502044","0.0010534350782572793","100","hold"
"345","YOUSD","Yield Optimizer USD","1.052","0.013688408104691989","0.07837877685354469","","11965337","62.5","47.5","47","2177","1853","4","0.0011206898967004088","0.0005461685874123787","100","hold"
"346","ANDY70B","ANDY70B","0.01196968","0","0","","11555329","16.75","47.5","22","2412","1187","2","0.0005603449483502044","0.0005274534028598856","","hold"
"347","TIG","The Innovation Game","0.987051232604661","-3.217542043301","-4.298619120477","-18.643967326063","29289957","389334.3","47.4","67","2730","112","125","0.03502155927188778","0.0013369664757506882","77","hold"
"348","AIO","OLAXBT","0.12058683256649734","-12.085167632518","-3.275749514433","-0.657839814858","28018620","3356877.86","47.4","29","3086","549","173","0.04846983803229268","0.0012789351529876862","70","sell"
"349","IMX","Immutable","0.1411495355945933","-3.636787055873","8.372677774814","-25.655077763235","120443012","10988148.38","47.3","43","2253","240","523","0.14653020399357844","0.00549772979463363","38","hold"
"350","MOVE","Movement","0.011635070598581786","-4.709379184376","-1.091401227175","-33.292095499821","47032932","11382572.84","47.3","44","2672","271","228","0.0638793241119233","0.002146860554976635","29","hold"
"351","XCH","Chia","2.102046409098895","3.542658888535","-7.140714659669","-11.333210810511","39123762","1602662.97","47.3","43","60","361","229","0.0641594965860984","0.0017858393646412217","15","hold"
"352","AGLD","Adventure Gold","0.17252169282797924","-2.56082172393","-12.232231351751","-29.196644384309","15273355","5226573.35","47.3","73","2377","93","70","0.019612073192257152","0.0006971660493471927","96","hold"
"353","XRD","Radix","0.001104898539822296","0.691011028956","5.623971175087","-7.475833844974","14811013","155417.85","47.3","50","625","2209","10","0.002801724741751022","0.0006760620322149202","100","hold"
"354","EUL","Euler","0.9714891197751232","5.85941353895","8.613130272697","-26.061735262419","23454224","6260127.97","47.2","48","47","309","237","0.06640087637949922","0.0010705891853220273","4","hold"
"355","TUT","Tutorial","0.01064629","0.3408367944235735","-2.4858938808636726","","8882671","3775711","47.2","47","344","325","139","0.03894397391033921","0.00040545752054613264","22","hold"
"356","GRT","The Graph","0.01947764547381867","-2.517709398887","-2.295924890989","-27.428299550592","212949914","13301272.3","47.1","44","2129","233","342","0.09581898616788495","0.009720290679566111","16","hold"
"357","AXS","Axie Infinity","0.9404127253034031","-2.731116076843","0.424276787079","-21.357095619915","164859218","12977621.77","47.1","50","2186","212","295","0.08265087988165515","0.007525147533827872","16","hold"
"358","ACX","Across Protocol","0.04231436195219378","-0.849136249608","-0.080185694376","-0.154424087943","29846101","2626366.04","47.1","54","3070","1178","11","0.0030818972159261243","0.0013623521696829084","100","hold"
"359","ORBS","Orbs","0.006024802975413066","-2.207234828168","3.837498113974","-28.480900397494","29808679","1595821.53","47.1","70","2531","231","104","0.02913793731421063","0.0013606440087779422","87","hold"
"360","LUMIA","Lumia","0.08809550324697439","0.051932502666","5.671393024692","-14.056316688902","12255488","2448723.52","47.1","55","760","1129","141","0.03950431885868941","0.0005594127912159397","25","hold"
"361","KMNO","Kamino","0.01789793","-3.054988846014034","20.574941350419426","","86503550","5266132","47","68","2127","159","786","0.22021556470163034","0.003948532474234204","46","hold"
"362","ZIG","ZIGChain","0.056556","1.7292903959038806","10.695458257607617","","79837015","3198854","47","50","76","672","203","0.05687501225754574","0.0036442324780130214","49","hold"
"363","ICNT","Impossible Cloud Network Token","0.21891","8.147540174230766","-9.739360403447778","","55626459","2711883","47","37","202","1626","16","0.004482759586801635","0.002539119837141453","67","hold"
"364","VANRY","Vanar Chain","0.0034329915631254623","-1.944279308141","-4.704595085695","-36.482240906104","7454175","830741.37","47","70","2790","607","32","0.00896551917360327","0.0003402525336373449","67","hold"
"365","CBETH","Coinbase Wrapped Staked ETH","1880.553836483836","-1.110395274788","2.032846909038","-25.06026106871","297876801.89","1736517.18","46.9","52","4144","1577","4","0.0011206898967004088","0.013596854991311842","","hold"
"366","BABYDOGE","Baby Doge 2.0","3.2773574225701296e-10","-2.841459296027","-2.286252573485","-23.971024102622","60736751","2991730.21","46.9","44","2217","220","384","0.10758623008323923","0.0027723837195465016","60","hold"
"367","WIN","WINkLink","0.000017440988981157326","-1.0892473461","0.765741340864","-14.208197508801","20826596.53","6346744.96","46.9","58","1750","280","172","0.04818966555811758","0.0009506487621199176","86","hold"
"368","ALCX","Alchemix","3.499790331215803","-1.723477635603","1.673340878957","-32.363339072829","8845452","419976.71","46.9","72","2683","381","38","0.010646554018653883","0.00040375862575905714","75","hold"
"369","OPN","Opinion","0.07594279415838529","-9.035670318205","-41.426344050933","-54.609013934953","14031203","24145887.8","46.8","37","2901","1041","148","0.04146552617791512","0.0006404669022031165","71","sell"
"370","GRIFFAIN","GRIFFAIN","0.007970707920595626","-5.189551846903","-2.251044763225","-29.546648385146","8054729","4620952.68","46.8","30","2947","738","228","0.0638793241119233","0.00036766536203029814","11","sell"
"371","USYC","Hashnote USYC","1.13","0","0","","3007900705","562932","46.7","72","1142","1302","10","0.002801724741751022","0.13729833761694704","100","hold"
"372","AR","Arweave","1.9671400519644022","-2.536505482631","-0.983623539406","-9.83447201733","129731620","23029686.42","46.7","50","2108","27","265","0.07424570565640208","0.00592171667526953","44","hold"
"373","ULTIMA","Ultima","2268.2076579430964","-0.54240283007","-0.874986010993","-22.095061290111","192452403","15392542.11","46.6","52","2066","1428","8","0.0022413797934008176","0.008784663322949268","67","hold"
"374","GMX","GMX","5.6723159600479764","1.115822463145","0.79679822996","-19.463769996649","59906171","4180383.54","46.6","44","139","348","256","0.07172415338882616","0.0027344711471439884","4","hold"
"375","MOODENG","MOO DENG","0.03957158","-2.502764769197226","4.0973859256841685","","39170516","11289652","46.6","48","2661","448","68","0.01905172824390695","0.0017879734930937572","83","hold"
"376","AGIX","SingularityNET","0.08768164201610988","-1.235237708413","-3.744413878385","-3.86846827874","21460886","14292.28","46.6","77","2720","434","20","0.005603449483502044","0.0009796014764346457","100","hold"
