rank,symbol,name,price,percent_change_24h,percent_change_7d,percent_change_30d,market_cap,volume_24h,galaxy_score,galaxy_score_previous,alt_rank,alt_rank_previous,social_volume_24h,social_dominance,market_dominance,sentiment,signal
"19","UB","Unibase","0.12543273159889118","-5.870099989286","-7.405276684286","-44.997659669109","311981083","8484106.01","71.8","60","2754","309","142","0.04006105078443487","0.014298478860552195","50","sell"
"20","AKT","Akash Network","0.7378329053999315","6.936910592917","19.794243885607","0.122174732673","214839337","19543265.62","71.8","73","10","59","350","0.09874871273999465","0.009846352506281764","63","buy"
"21","CAW2","A Hunters Dream","3.491750032778516e-8","0.56691994929","5.498053592348","1.453098826019","22300366","471591.44","71.6","60","478","940","24","0.006770881822721387","0.0010220533526181038","100","hold"
"22","CHR","Chromia","0.015299196731273407","-1.736051123178","-5.9460197101","-33.974950936222","14900154","1264241.61","71.6","67","2188","559","150","0.04232087688856913","0.000682892484824063","94","hold"
"23","SUSDE","Ethena Staked USDe","1.2342118245496714","-0.026701141042","0.051985338512","0.268391327433","1869381170.1","2207732.73","71.5","33","1356","1651","7","0.001974840531627071","0.0856760508873199","","hold"
"24","SOMI","SomniaOFT","0.10950070647640642","-2.946130638582","-1.282259668311","-34.229346070385","17510355","8030895.71","70.8","68","2466","295","77","0.021723245847897782","0.0008025212246867687","83","hold"
"25","TIA","Celestia","0.3339502515113007","-4.923259358774","5.325338032105","-21.396428836667","308825714","26118870.45","70.4","54","1439","29","2459","0.6937332667529954","0.014153864397040822","85","hold"
"26","TEL","Telcoin","0.002407384141333086","0.428460054972","-2.557082874031","-26.57159125977","229043106","839973.19","70","52","152","914","674","0.19016180681930397","0.010497328805337262","52","hold"
"27","YELLOW","YELLOW","0.05976","-0.3317881935795464","12.781527148159345","","11589601","840496","70","76","1740","304","53","0.014952364025176395","0.0005311657466768093","78","hold"
"28","GOMINING","Gomining Token","0.27815","2.2045297757292803","6.6932607594354","","112536398","10814029","69.7","78","316","337","37","0.010438442810028804","0.0051576822939796265","91","hold"
"29","CREPE","CREPE","0.00001444","14.945606181193174","28.40641412992878","","9972604","464654","69.7","60","13","194","307","0.08661086331564441","0.0004570567744283979","78","buy"
"30","WBTC","Wrapped Bitcoin","63901.84850331194","-0.309214071238","3.677673270589","-19.0419880581","9351180560.98","73064783.85","69.5","60","1453","383","119","0.033574562331598175","0.42857616970442763","47","hold"
"31","ZEC","Zcash","423.7139451541036","2.268851265876","-2.419733898204","-18.835246592112","7102713544","503963313.1","69.1","34","20","658","2486","0.701397999633219","0.3255261456395475","74","buy"
"32","SHIB","Shiba Inu","0.0000048919389819535875","-1.86574830621","4.386040967289","-19.786917181532","2876385284","64548623.07","68.9","63","1721","48","1427","0.402612608799921","0.13182829478823696","83","hold"
"33","FET","Fetch","0.20004022063871976","-2.70798683347","-5.414575443178","-1.528576195788","449933228","156939379.36","68.8","79","1200","11","561","0.15828007956324855","0.02062099627116818","72","hold"
"34","GOAT","Goatseus Maximus","0.013321839790646738","-1.173241617351","0.591338820428","-34.56761540436","13211424","5644934.69","68.8","48","1765","338","308","0.08689298339159113","0.0006054959004735295","44","hold"
"35","PONKE","PONKE","0.025606485628963626","-0.881998794904","-5.194378559576","-32.553284427115","14197718","1488579.2","68.2","58","1875","290","178","0.050217373518516954","0.0006506989742422344","20","hold"
"36","EIGEN","EigenCloud","0.1909858779940124","1.744471380994","7.454826084204","-5.553287981949","151075733.29","29093026.43","68.1","40","85","179","173","0.04880677313878333","0.006925927607587201","21","hold"
"37","RIF","Rootstock Infrastructure Framework","0.10139400314996296","4.783538429099","52.468657364874","32.966489260422","101394003.15","28003649.11","67.1","81","20","39","284","0.08012210156886974","0.004644110657677796","68","buy"
"38","FT","Flying Tulip","0.099201","0.29242368160857224","0.9042832833208293","","121770861","122318","67","55","236","1116","788","0.22231061984601888","0.005580909153519862","96","hold"
"39","NOS","Nosana","0.3279295557231403","-0.626894422408","-2.228253449987","-5.15973858003","32856309","437109.89","66.9","55","1903","612","42","0.011849043189762426","0.0015058452748312012","75","hold"
"40","PEAQ","peaq","0.02155511736493098","-4.624765009588","-4.618995910693","-11.785243206387","48038640","2176816.84","66.8","58","2892","220","102","0.02877624774656589","0.0022016702805332496","88","hold"
"41","STRK","StarkNet","0.03374233507548834","-3.296117607288","0.719851734818","-22.676760473913","213464793","21405728.22","66.7","64","1327","99","599","0.16898992549208794","0.00978335545486471","79","hold"
"42","IDOL","MEET48","0.030208527526820888","1.063543595254","1.127567947092","21.484323974558","56423068","4357762.93","66.5","42","147","960","91","0.025672926911151923","0.0025859389847861353","83","hold"
"43","ESP","Espresso","0.0710695366617664","-5.831187194173","8.009333171051","-1.985939252665","36910709","10400499.72","66.2","90","2993","131","60","0.016927204556803466","0.0016916634409032216","79","sell"
"44","GTC","Gitcoin","0.08121888917295553","4.654633765853","7.91500224466","-22.325552347381","7125488","4617350.47","66.1","31","317","1839","17","0.004796041291094315","0.0003265699271231722","67","hold"
"45","XAI","XAI","0.00792738405957439","-2.193997361753","0.356746329468","-29.570964855662","16308338","5139935.13","65.9","56","2260","94","87","0.024544446607365027","0.0007474312990436669","64","hold"
"46","WLD","Worldcoin","0.497624644686329","-4.72770500854","0.845150541977","105.968830328966","1686359861","609023798.54","65.5","62","1409","5","864","0.2437682508781582","0.07728795794901526","61","hold"
"47","GWEI","ETHGas","0.166528","-2.4915382660242855","26.580649152537212","","348644097","4596830","65.5","44","2246","217","166","0.046831932607156256","0.01597879013328128","33","hold"
"48","MX","MX Token","1.7165069133482538","1.35636917513","-1.441749848753","-3.532985597052","157477118","5590932.32","65.3","77","126","476","87","0.024546108595370097","0.00721737106971862","68","hold"
"49","NOCK","Nockchain","0.04112217904370444","14.846833918448","-1.500342413066","100.726437620045","90349558","1866281.49","65.3","37","11","1124","267","0.07532606027777543","0.004140831978339002","86","buy"
"50","TRUTH","Swarm Network","0.012300838423816471","8.104789922465","10.386438263191","-41.668011767764","25249765","5457377.9","65.3","52","51","1492","128","0.03611136972118073","0.001157227956306603","8","hold"
"51","USD1","World Liberty Financial USD","1.0002554141976292","0.01330506093","0.08491460459","0.061098752567","4381387555.4","1236821524.66","65.1","75","240","383","116","0.03272592880982003","0.2008096347405178","98","hold"
"52","AUKI","Auki Token","0.005374716181898312","-5.706119190805","-11.621098237836","-38.848183165505","23714639","49691.58","65.1","46","3633","1850","33","0.009309962506241908","0.0010868712332379672","89","sell"
"53","HYPE","Hyperliquid","60.4204340518368","0.410491140035","2.97851658166","37.554168947567","13367584712","479100243.6","64.9","71","82","172","7537","2.126339012410462","0.6126529390282701","78","hold"
"54","CARDS","Collector Crypt","0.2726399372588046","3.498805785996","47.449822299446","117.303148674427","68954235","5747288.4","64.9","70","19","17","564","0.1591157228339526","0.003160257865676581","80","buy"
"55","ARRR","Pirate Chain","0.2888228220805429","7.691224945383","0.974159217053","40.871767648527","56702603","120048.21","64.7","62","174","2009","41","0.011567706349542229","0.0025987504195367625","83","hold"
"56","VVV","Venice Token","15.874922962663033","-5.683813010025","-8.40447256463","19.610712185098","737633298","48849523.19","64.6","72","1505","4","862","0.24318750546607645","0.033806646277628305","66","sell"
"57","COTI","COTI","0.009778083525274863","-2.367819832499","-1.244687865221","-29.338420918901","28139323","2360511.69","64.5","55","2756","553","40","0.011285567170285102","0.0012896599729598033","75","hold"
"58","TRX","TRON","0.31763512229376795","0.118271584732","-3.242725532309","-9.431043316554","30077083718","375504525.97","64.4","44","190","136","397","0.11200925416507963","1.378469943092292","44","hold"
"59","ALGO","Algorand","0.09039257981821326","1.432820145579","-3.8036787219","-19.704563749219","808288526","45824883.89","64.4","54","48","203","508","0.1433267030626208","0.03704486275611106","58","hold"
"60","PNUT","Peanut the Squirrel","0.04343183203793962","-1.950868187309","3.427325888196","-27.449217702701","43201248","15531786.06","64.4","58","1175","46","375","0.10579502848002166","0.0019799666227758844","73","hold"
"61","USDP","Pax Dollar","0.9995429440836999","-0.022319733514","-0.017888906102","0.057430852151","31937706","4252230.42","64.4","70","734","561","123","0.034700769341447106","0.0014637445633058817","86","hold"
"62","XAUT","Tether Gold","4216.501395463845","0.269451394655","-1.946996725913","-7.520765983996","2583212727","677435286","64","45","177","223","253","0.07138121235205326","0.11839183393474817","38","hold"
"63","SN44","Score","10.44","-0.37031117347963094","28.54305517726441","","49403032","812088","64","26","3107","1500","3","0.0008463602278401734","0.0022642020532353357","","hold"
"64","SAUCE","SaucerSwap","0.015940595817020814","-0.338898507089","-8.377969474922","-24.2959617118","14492237","48792.6","63.8","66","1889","1523","38","0.010720562885975529","0.0006641971442435577","92","hold"
"65","GNO","Gnosis","106.60052657169048","0.479494547837","14.244269058024","-14.872454757029","282119587","9927694.23","63.6","40","275","148","124","0.034985258227883814","0.012929889569192936","25","hold"
"66","BSV","Bitcoin SV","11.880331100952194","-0.259386769104","-0.965312030009","-24.545811444606","237695359","9116328.76","63.6","60","1370","364","216","0.06094206271953955","0.010893872260559032","41","hold"
"67","PHA","PHALA","0.03441370098086942","-4.006785006376","3.052691713446","8.388461975065","28979408","23101192.06","63.6","77","2470","37","231","0.06517415040839647","0.0013281621074419988","56","hold"
"68","CLANKER","CLANKER","14.24","1.3059655905603325","-0.36570205531770916","","14046637","1556536","63.6","47","121","859","264","0.07447970004993526","0.0006437747451705278","36","hold"
"69","IXS","IX Swap","0.06264481488363183","2.877300021917","-0.510579482469","-23.673372539457","11297721","60780.54","63.6","42","90","1508","266","0.0750439402018287","0.0005177885253091342","11","hold"
"70","APEPE","Ape and Pepe","0.0000010740846914663626","-1.334789714986","1.828708587048","-9.692528915981","225232300","25953312.65","63.5","57","1326","1500","73","0.020594765544110886","0.010322674853537673","92","hold"
"71","RAY","Raydium","0.5968344297008911","-2.132128987765","3.311017133057","-19.128490647203","160480536","14552507.94","63.5","60","1887","32","749","0.21132224526358856","0.007355021430982357","78","hold"
"72","VEE","BLOCKv","0.006131035579313854","2.615432470404","2.871780291771","-50.14935788891","11673553","1000.87","63.5","47","282","2387","22","0.006207061943656806","0.0005350133706601552","100","hold"
"73","DOT","Polkadot","0.9572379321777401","-3.474705421561","-0.947126492033","-26.858784447155","1611001078","66073453.81","63.3","54","2186","53","698","0.19693314712147503","0.0738341717280012","58","hold"
"74","CRO","Cronos","0.06075084814305911","1.549037596126","1.427859501777","-16.378503133214","2722572783","8092933.76","63.2","47","35","260","1598","0.4508584084528898","0.12477887764765616","78","buy"
"75","ON","Orochi Network","0.08510290699112523","10.422794702394","5.429055194758","-31.506422509361","12269520","1721962.85","63.2","60","5","776","415","0.11707983151789064","0.0005623272753018887","93","buy"
"76","BBUSD","BounceBit USD","0.9817620300429273","0","-2.417677640191","","190032738.83","6619.55","63.1","63","2860","2344","2","0.0005642401518934489","0.008709435433857993","","hold"
"77","BSB","Block Street","0.26389","10.430658804016948","-7.649358660001586","","59042383","48940117","63.1","37","6","1125","368","0.10382018794839461","0.0027059854305401146","52","hold"
"78","LTC","Litecoin","43.945669474073455","0.104707423708","4.056159145894","-22.792243447901","3390254820","193783456.4","63","59","164","71","1736","0.4897936151903734","0.15537957112500692","67","hold"
"79","CCD","Concordium","0.004421911735887993","0.848496313269","-7.016771241212","-20.879939229593","55753367","109326.91","62.5","71","537","2018","19","0.005360281442987764","0.0025552457597376455","100","hold"
"80","PAXG","PAX Gold","4226.214683190505","0.281268629512","-1.828617391592","-7.278825613868","1929405102","67617530.07","62.4","50","159","229","279","0.07871683101273859","0.08842702191782748","80","hold"
"81","QANX","QANplatform","0.010510363074265242","-0.182405282971","-7.101107444451","-7.600823699742","17873699","134266.08","62.3","73","1867","1037","45","0.0126954034176026","0.0008191737295538937","93","hold"
"82","USTC","TerraClassicUSD","0.005985583446341502","-0.92874946039","3.04058405074","-5.083076399868","33255560","1212686.25","61.8","54","1958","411","77","0.021723245847897782","0.001524143441914474","80","hold"
"83","WKC","Wiki Cat","5.4719e-8","-5.496200693213249","-13.739519686312985","","29730428","134162","61.6","35","2777","763","489","0.13795671713794827","0.0013625822828276068","79","sell"
"84","QTUM","Qtum","0.7183026271999751","-1.68092278","1.59340074","","76007610","9365751.86452156","61.1","60","2527","303","53","0.014953376500627759","0.0034835227648276853","79","hold"
"85","PYR","Vulcan Forged","0.19135308722077002","5.099337892743","0.092470173466","-28.938291821884","8924838","4949143.14","61.1","26","119","1179","56","0.01579872425301657","0.00040903636287733803","69","hold"
"86","ZEDXION","Zedxion","0.396454074791374","-0.079890308656","-1.370299611181","-11.644758782933","224147515.46","66495.27","60.8","60","4463","2371","2","0.0005642401518934489","0.010272957836517629","","hold"
"87","GT","GateToken","6.663313038060117","-0.188186312524","5.927203709203","-8.125962741757","710548735","2391252.81","60.7","74","1529","234","133","0.03752451084119796","0.03256532725988904","53","hold"
"88","BANK","Lorenzo Protocol","0.04034518","1.0794172522212087","22.569266997736666","","17104181","5850434","60.7","33","192","1085","126","0.03554712956928728","0.0007839057679518295","73","hold"
"89","COL","Clash of Lilliput","0.11590938681","-0.780560386671","2.816739742306","1831.487793641988","9520268","3058.18","60.7","47","3843","1913","3","0.0008463602278401734","0.0004363256561449641","","hold"
"90","SKY","Sky","0.056795891713852846","1.063031559416","2.62284373044","-20.141793787102","1309335145","13200414.25","60.6","52","56","669","647","0.1825316891375307","0.060008448948683665","67","hold"
"91","QNT","Quant","66.83163086075149","0.45734145849","-4.260204247385","-12.75084930877","968924989","7070103.87","60.6","38","115","547","633","0.17859410046976174","0.04440703051433817","50","hold"
"92","DGB","DigiByte","0.002500860766194046","2.050826853935","-11.379842963539","-31.991524710842","45866970","3082417.88","60.6","50","56","247","270","0.07617757839942443","0.0021021399587313493","55","hold"
"93","HUNT","HUNT Token","0.0821859172588303","-1.130476676714","3.046133415252","-18.438598844445","15972345","53557.56","60.5","58","2697","979","16","0.004514226868114041","0.0007320323243314934","100","hold"
"94","QUBIC","Qubic","4.5236944309366327e-7","3.492579018013","0.605887249296","-18.817070730968","63395860","1589028.86","60.1","58","25","197","446","0.1258255538722391","0.0029055106653903323","75","buy"
"95","WHITE","Whiteheart","2851.05","0.09246999999999568","-6.027157726956779","","25340161","287.53","60","54","402","1170","119","0.033574562331598175","0.0011613709167792368","47","hold"
"96","ZKC","Boundless","0.06261183320752536","27.988178155786","25.965528289907","-12.174801228624","18770890","90006950.04","60","78","80","727","34","0.00959208258218863","0.0008602931026390167","100","hold"
"97","DASH","Dash","34.98717505701029","-1.125373929676","-6.612640607446","-19.382587640813","443132480","60239286.42","59.9","49","1577","583","392","0.11059855826879399","0.02030930957985061","48","hold"
"98","SAVAX","BENQI Liquid Staked AVAX","8.314334714327599","-1.620345879545","-2.043153741266","-30.495043541183","264547185.56","2.22","59.8","46","4502","1404","4","0.0011284803037868978","0.012124524679428204","100","hold"
"99","ICX","ICON","0.028018951518098467","-3.965401172213","-5.479177184753","-23.956895351743","30692231","1628324.08","59.8","78","3512","750","23","0.006489201122913933","0.001406662903778319","100","hold"
"100","GRASS","Grass","0.3815930763981482","-5.411257111292","8.869475934112","21.835375137742","93072494.02","16095251.79","59.7","60","1610","102","255","0.07194061936641473","0.004265509330035317","45","sell"
"101","GIGA","Gigachad","0.002728708415680151","1.061739950311","10.250108541588","-40.21947249095","26162959","6649079.61","59.6","41","102","87","390","0.11002682961922254","0.0011990807666726183","40","hold"
"102","KNC","Kyber Network Crystal","0.11912558779047545","-1.640260555666","0.854908016199","-15.306110578071","20224382","1646106.06","59.6","52","2388","1290","86","0.024262326531418302","0.0009269084385309743","13","hold"
"103","RARE","SuperRare","0.012925222748184782","-1.878298541281","-1.483170711782","-22.498394153678","10535919","6956672.59","59.6","70","1816","95","764","0.21555433295244544","0.00048287419752943877","90","hold"
"104","BTC","Bitcoin","64065.80859065437","-0.269544594682","3.636031983177","-19.139145441324","1281166542053","17316029917.07","59.5","49","667","146","101604","28.66646916924119","58.71744703954238","79","hold"
"105","UFART","Unit Fartcoin","0.115834","-4.764562606130968","5.986637180941545","","9278157","60.24","59.5","59","5789","1816","1","0.00028212007594672446","0.00042522940959655676","","hold"
"106","WIF","dogwifhat","0.15630730325200903","-3.713217197758","-1.71422604338","-23.13525492093","155549611","35739507.68","59.4","48","1364","79","470","0.1325964356949605","0.007129031040162832","72","hold"
"107","BAT","Basic Attention","0.08807516629390545","-1.357160351136","2.123447124939","-12.311128001938","131513755","6887666.5","59.3","39","1946","826","119","0.033574562331598175","0.006027438034566155","38","hold"
"108","MEME","MemeCoin","0.0006271309235413782","12.09543375486","1.164300796112","12.548706959394","39453518","28692780.3","59.3","48","8","778","437","0.12328647318871858","0.0018082035220623152","33","hold"
"109","SIGN","Sign","0.008530438543756198","-1.32490443081","-2.513280564146","-42.73242275907","19553635","4450530.33","59.2","80","2503","708","29","0.008181482202455008","0.0008961672740088972","100","hold"
"110","MIM","Magic Internet Money","0.7781673398099312","-11.186754938271","-21.586233338103","-21.925809485142","103613624.41","117115.67","59.1","62","3290","555","165","0.04654981253120954","0.004748740545565642","86","sell"
"111","USDT","Tether","0.9993002299943855","-0.006443382955","-0.044711590204","-0.024873645505","186474890012","42146992378.32","59","58","192","311","974","0.27480356059644223","8.546374822541331","75","hold"
"112","SUI","Sui","0.7484169396286755","-3.021938428212","0.377063673467","-31.428025677022","3009274917","252194373.24","58.9","59","1255","72","1501","0.4234622339960334","0.13791879101308993","79","hold"
"113","DOOD","Doodles","0.00158043","0.48069006781280166","-0.988222534720927","","12293388","7741655","58.8","37","212","702","243","0.06855517845505404","0.000563421175259418","9","hold"
"114","NMR","Numeraire","8.30355882409406","-1.218702516411","0.890834926259","-5.683934014304","58277121","3221607.66","58.6","56","1973","962","32","0.009028453736228082","0.0026709125266814408","100","hold"
"115","MNT","Mantle","0.5527638422253783","0.916362522478","3.689579640329","-16.842768092299","1821750574","20608198.02","58.4","57","124","243","273","0.07701878073345576","0.0834930817633511","24","hold"
"116","ATH","Aethir","0.004519876426398256","-2.679333153368","2.82800624669","-26.568588875277","90339803","10926646.43","58.4","51","2591","155","49","0.013823883721389497","0.004140384894625005","67","hold"
"117","ZIL","Zilliqa","0.0031625935891367645","-0.003300962228","3.14909245647","-20.652558029762","61522463","3747853.27","58.4","44","742","305","274","0.07730613511645294","0.002819650564052323","25","hold"
"118","YLDS","YLDS","0.999677","-0.012456459612547039","-0.01243736440075366","","558144030","1943140","58.3","58","1742","1794","4","0.0011284803037868978","0.02558043115100799","","hold"
"119","AZTEC","AZTEC","0.01589497","-5.526177267580713","1.051385780568513","","46727886","4540176","58.3","61","3009","158","151","0.04260013146795539","0.00214159680370522","20","sell"
"120","EDGE","EdgeX","0.365882","-15.185426740449168","-20.16047369014739","","128029418","11533656","58.2","76","3371","185","37","0.010438442810028804","0.00586774656078042","83","sell"
"121","QRL","Quantum Resistant Ledger","1.0261485539586164","7.870189898583","-2.230401516172","-1.909915410524","80921961","62000.84","58.2","57","173","764","49","0.013824819783599248","0.0037087535487301615","91","hold"
"122","UFD","Unicorn Fart Dust","0.01248342","0.09245261702775517","-0.48021666178873146","","12270992","165624","58.2","63","250","251","375","0.10579502848002166","0.0005623947388823094","91","hold"
"123","CHIP","USD.AI Coin","0.0353543415659106","5.090768479185","16.737885437767","-38.288402226893","118888026.64","59283126.99","58.1","62","15","44","430","0.12131163265709151","0.00544878528960298","54","hold"
"124","ID","SPACE ID","0.02789337646058244","-4.362574018197","6.587048130733","-9.403977064482","11971465","16758413.41","58.1","71","1634","1022","73","0.020594765544110886","0.000548667046047598","71","hold"
"125","STRX","StrikeX","0.028366502204645226","-0.752766289197","-5.685139650241","19.629687350938","24872871","3529.41","58","51","2086","699","85","0.023980206455471578","0.0011399544381822078","90","hold"
"126","SDT","Stake DAO","0.10587828094972239","-1.327941288203","17.42501621626","-20.138458394115","7282730","1747.3","58","58","5183","1896","2","0.0005642401518934489","0.0003337765224441807","","hold"
"127","BBT","BabyBoomToken","0.071123","0.1284206373865294","-20.31649952240686","","12212905","139544","57.9","29","675","2531","16","0.004513921215147591","0.0005597325398361804","100","hold"
"128","SUSD","sUSD (Optimism)","0.3673881486598989","1.526525135567","-32.50452258107","-43.685443411034","12052585","74334.56","57.9","44","106","1318","163","0.04598868621891179","0.0005523848759686127","84","hold"
"129","ATM","Automatic Treasury Machine","1.0638594748981265","4.094427878482","15.144756875413","1.939840856171","8899436","5433217.94","57.9","73","153","336","30","0.008464175377713826","0.0004078721578027126","100","hold"
"130","DOG","Dog (Bitcoin)","0.0006440569718150988","0.820291402117","-0.486711792452","-20.873634837954","64061214","897918.9","57.8","56","84","140","1145","0.3230274869589995","0.0029360046620528924","71","hold"
"131","XPR","XPR Network","0.002244439561609565","0.541407053059","5.316741462267","-17.035297358604","63805233","1446940.03","57.8","68","210","242","136","0.03837092837896934","0.002924272736251471","85","hold"
"132","RED","RedStone","0.09276468390416474","-1.790390509729","-3.093684514914","-31.172108738001","38436186","13481333.35","57.8","31","2189","1371","127","0.035829249645234006","0.0017615779383689497","21","hold"
"133","BRISE","Bitgert","1.954419345651434e-8","0.793584787176","0.84116137104","-19.345040796161","7691692","618399.99","57.8","38","164","1137","178","0.050217373518516954","0.00035251975666703624","34","hold"
"134","WOO","WOO Network","0.013091475451178598","-1.474852928242","-1.685011974145","-26.310363535053","24576158","1193227.84","57.7","60","2118","507","314","0.08859170228673804","0.001126355714447567","40","hold"
"135","SPX","SPX6900","0.3298129573851951","1.291260334913","7.666107658062","-14.911682186085","305678998","5587763.05","57.6","64","49","239","812","0.22908150166874025","0.014009646511220608","79","hold"
"136","JPYC","JPY Coin","0.006981839602286655","2.687435554321","2.233475222989","-7.329997219094","17600188","327.25","57.6","73","227","623","22","0.006206641670827937","0.000806638382173141","57","hold"
"137","SN64","Chutes","17.53","-1.7833112823638209","25.508576964427082","","91013766","1204075","57.5","54","4341","917","3","0.0008463602278401734","0.0041712734524043055","","hold"
"138","BNB","BNB","606.5186980008718","-0.552087606674","2.715977991896","-10.144427550121","81610786472","830389966.29","57.4","51","765","274","1053","0.2970925557577553","3.7403232719816257","66","hold"
"139","TWT","Trust Wallet Token","0.3971387407846151","1.437662263333","8.097169670661","-19.036507191465","165527156","10570478.1","57.2","43","88","387","354","0.09987726945702313","0.00758631426673176","20","hold"
"140","PTGC","The Grays Currency","0.00006497","3.070035493071113","-7.286791116346376","","18768741","12554.87","57.1","58","209","1270","31","0.008745722354348458","0.0008601946113113507","60","hold"
"141","SYRUP","Syrup","0.130843","0.24677474677172168","0.9548044721776375","","155936064","7539940","56.9","53","281","868","62","0.017491444708696915","0.0071467426590788325","75","hold"
"142","PEOPLE","ConstitutionDAO","0.005379252763750684","-2.288297751187","-0.425081551378","-27.116435499305","27178080","4074836.89","56.9","39","2341","219","112","0.03159744850603314","0.0012456050175016426","4","hold"
"143","PROVE","Succinct","0.199267","1.490318207141553","12.902228533641258","","38852237","7742217","56.8","67","134","210","146","0.04118953108822177","0.0017806460702287637","33","hold"
"144","BITCOINALT","HarryPotterObamaSonic10Inu (ERC-20)","0.011995386316504306","1.371923892468","-2.156068435114","-37.325854668377","12001805","2938663.07","56.8","34","138","1108","132","0.03723985002496763","0.0005500575657690426","71","hold"
"145","INV","Inverse Finance","10.11931972821299","2.685822384997","-8.202099663432","-31.934141017222","7192402","61258.28","56.8","70","194","402","45","0.0126954034176026","0.0003296366784956424","100","hold"
"146","PHNIX","PHNIX","0.00001356","-3.5171815885091795","-0.549842444356047","","7199010","173137","56.7","50","3019","286","56","0.01579872425301657","0.00032993953130774873","47","hold"
"147","VIRTUAL","Virtuals Protocol","0.6116386440868504","-5.984366977853","6.814360422991","-18.530672212802","399254615","57665183.52","56.6","58","1559","26","472","0.13316067584685395","0.018298332763193224","49","sell"
"148","BIO","Bio Protocol","0.03104611960440059","-3.017622372953","10.864370542979","-27.150884131463","66416162","40600144.24","56.6","54","1624","157","82","0.023133846227631406","0.003043934841254494","81","hold"
"149","BANANAS31","Banana For Scale","0.009418124065887493","22.676934524433","-12.290061480687","-19.982080170595","93926898","43146234.25","56.5","68","67","128","55","0.015516604177069846","0.0043047858946314455","75","hold"
"150","ARPA","ARPA","0.008354659885595547","-0.725787611858","-0.340688758024","-29.677244515313","8194851","3142748.09","56.5","65","2504","905","13","0.003667809330342658","0.00037558015589321807","50","hold"
